CUSTOMER_ID,FIRST_NAME,LAST_NAME,CITY,COUNTRY,POSTAL_CODE,PREFERRED_LANGUAGE,GENDER,FAVOURITE_BRAND,MARITAL_STATUS,CHILDREN_COUNT,SIGN_UP_DATE,BIRTHDAY_DATE,E_MAIL,PHONE_NUMBER
34,Haleigh,Blackburn,Cairo,Egypt,00000,Arabic,Female,,Married,2,2020-06-17,1964-03-04,Haleigh.Blackburn@aol.com,193-591-2488
54,Joyce,Riggs,Cairo,Egypt,00000,Arabic,Female,,Undisclosed,Undisclosed,2019-07-12,1969-02-20,Joyce.Riggs@aol.com,286-911-9054
21,Fabian,Gill,Cairo,Egypt,00000,Arabic,Undisclosed,,Single,0,2020-11-05,1944-01-02,Fabian.Gill@ymail.com,377-834-8572
75,Julissa,Jacobs,Cairo,Egypt,00000,Arabic,Female,,Undisclosed,Undisclosed,2019-02-11,1946-08-26,Julissa.Jacobs@ymail.com,628-098-7462
88,Joselyn,Daniels,Cairo,Egypt,00000,Arabic,Female,,Married,1,2022-02-07,1954-07-09,Joselyn.Daniels@ymail.com,154-857-4371
113,Alyson,Branch,Cairo,Egypt,00000,Arabic,Undisclosed,,Married,2,2019-02-01,1949-09-11,Alyson.Branch@ymail.com,309-283-3532
133,Adalyn,Wilson,Cairo,Egypt,00000,Arabic,Male,,Married,2,2020-10-10,1954-06-21,Adalyn.Wilson@ymail.com,759-967-9712
193,Benjamin,Joyce,Cairo,Egypt,00000,Arabic,Male,,Single,0,2020-04-18,1942-07-03,Benjamin.Joyce@ymail.com,201-257-8456
10,Korbin,Ward,Cairo,Egypt,00000,Arabic,Undisclosed,,Single,0,2020-06-04,1989-05-27,Korbin.Ward@gmail.com,049-196-8102
53,Alejandro,Huang,Cairo,Egypt,00000,Arabic,Female,,Married,2,2020-12-16,2002-10-26,Alejandro.Huang@gmail.com,001-549-3298
57,Sergio,Little,Cairo,Egypt,00000,Arabic,Female,,Divorced/Seperated,1,2020-12-07,1993-01-03,Sergio.Little@gmail.com,378-228-9217
78,Hayley,Ellison,Cairo,Egypt,00000,Arabic,Female,,Married,3,2020-05-08,2001-02-22,Hayley.Ellison@gmail.com,907-176-9263
93,Mckayla,Reynolds,Cairo,Egypt,00000,Arabic,Male,,Divorced/Seperated,0,2021-04-24,1992-10-14,Mckayla.Reynolds@gmail.com,660-855-7080
116,Joseph,Colon,Cairo,Egypt,00000,Arabic,Female,,Married,1,2022-05-20,2003-09-02,Joseph.Colon@gmail.com,233-974-8701
155,Davon,Mercado,Cairo,Egypt,00000,Arabic,Female,,Single,0,2022-05-28,1994-06-18,Davon.Mercado@gmail.com,469-937-2519
181,Angel,Bush,Cairo,Egypt,00000,Arabic,Female,,Married,0,2020-01-29,1997-01-28,Angel.Bush@gmail.com,801-422-1795
230,Matilda,Barrett,Cairo,Egypt,00000,Arabic,Male,,Married,1,2022-01-24,1991-11-23,Matilda.Barrett@gmail.com,654-938-6297
12,Taliyah,Parks,Cape Town,South Africa,8005,English,Male,,Undisclosed,Undisclosed,2019-05-03,1986-08-28,Taliyah.Parks@hotmail.com,318-019-0164
17,Tyler,Peterson,Cape Town,South Africa,8005,English,Male,,Married,3,2021-11-28,1978-02-09,Tyler.Peterson@hotmail.com,189-616-0341
112,Uriel,Benson,Cape Town,South Africa,8005,English,Male,,Married,4,2021-10-25,1986-07-24,Uriel.Benson@hotmail.com,079-833-5111
124,Romeo,Watkins,Cape Town,South Africa,8005,English,Male,,Divorced/Seperated,2,2021-04-21,1980-05-04,Romeo.Watkins@hotmail.com,050-377-2321
150,Marcelo,Hansen,Cape Town,South Africa,8005,English,Male,,Married,4,2019-01-08,1973-07-04,Marcelo.Hansen@hotmail.com,771-489-7141
227,Oswaldo,Morris,Cape Town,South Africa,8005,English,Female,,Married,0,2021-09-19,1984-06-24,Oswaldo.Morris@hotmail.com,411-914-9265
246,Jasmin,Larson,Cape Town,South Africa,8005,English,Female,,Undisclosed,Undisclosed,2020-07-27,1974-05-19,Jasmin.Larson@hotmail.com,758-917-1976
48,Hillary,Best,Cape Town,South Africa,8005,English,Female,,Single,0,2020-06-04,1960-05-22,Hillary.Best@aol.com,961-400-7218
127,Edith,Yoder,Cape Town,South Africa,8005,English,Female,,Married,2,2019-04-09,1964-03-08,Edith.Yoder@aol.com,543-806-6398
182,Briana,Lambert,Cape Town,South Africa,8005,English,Female,,Undisclosed,Undisclosed,2021-08-09,1959-09-26,Briana.Lambert@aol.com,409-155-0541
185,Cindy,Mendoza,Cape Town,South Africa,8005,English,Undisclosed,,Single,0,2021-06-19,1960-06-21,Cindy.Mendoza@aol.com,544-334-3233
229,Braylen,Ray,Cape Town,South Africa,8005,English,Undisclosed,,Single,0,2020-02-28,1957-11-23,Braylen.Ray@aol.com,139-594-4505
95,Kristian,Cunningham,Cape Town,South Africa,8005,English,Female,,Married,1,2020-06-24,1943-05-14,Kristian.Cunningham@ymail.com,652-114-3345
128,Karlie,Hughes,Cape Town,South Africa,8005,English,Female,,Undisclosed,Undisclosed,2019-12-06,1942-02-26,Karlie.Hughes@ymail.com,668-612-3098
149,Harry,Sampson,Cape Town,South Africa,8005,English,Female,,Married,2,2019-09-30,2000-03-28,Harry.Sampson@gmail.com,211-067-4107
160,Alanna,Wright,Cape Town,South Africa,8005,English,Male,,Single,0,2019-11-03,2002-10-13,Alanna.Wright@gmail.com,626-882-0384
213,Talan,Lowery,Cape Town,South Africa,8005,English,Male,,Single,0,2019-03-18,2004-10-21,Talan.Lowery@gmail.com,371-198-1734
231,Jasmine,Stewart,Cape Town,South Africa,8005,English,Female,,Undisclosed,Undisclosed,2020-06-21,1997-04-18,Jasmine.Stewart@gmail.com,149-935-7969
152,Reuben,Bond,Madrid,Spain,28021,Polish,Female,,Single,2,2022-04-17,1976-09-12,Reuben.Bond@hotmail.com,808-180-7519
154,Jaylen,Serrano,Madrid,Spain,28021,Polish,Female,,Undisclosed,Undisclosed,2019-12-19,1975-03-27,Jaylen.Serrano@hotmail.com,621-174-0531
36,Selena,Ayers,Madrid,Spain,28021,Spanish,Female,,Married,4,2020-12-24,1972-12-12,Selena.Ayers@hotmail.com,039-008-8691
70,Haley,Cantrell,Madrid,Spain,28021,Spanish,Female,,Married,1,2021-01-15,1985-11-28,Haley.Cantrell@hotmail.com,649-230-4103
80,Damaris,Murillo,Madrid,Spain,28021,Spanish,Male,,Undisclosed,Undisclosed,2022-05-25,1974-10-15,Damaris.Murillo@hotmail.com,569-083-4494
98,Cadence,Pitts,Madrid,Spain,28021,Spanish,Male,,Divorced/Seperated,3,2021-03-21,1970-10-30,Cadence.Pitts@hotmail.com,685-183-5676
186,Jaylen,Zamora,Madrid,Spain,28021,Spanish,Female,,Married,2,2020-03-05,1988-10-11,Jaylen.Zamora@hotmail.com,534-741-6469
117,Liam,Burgess,Madrid,Spain,28021,Spanish,Female,,Single,0,2020-07-26,1944-02-19,Liam.Burgess@ymail.com,429-879-8214
184,Cassandra,Kline,Madrid,Spain,28021,Spanish,Male,,Married,4,2021-09-03,1945-06-06,Cassandra.Kline@ymail.com,552-594-7177
198,Cale,Lawrence,Madrid,Spain,28021,Spanish,Undisclosed,,Married,1,2020-08-15,1941-09-26,Cale.Lawrence@ymail.com,450-216-5417
242,Kaden,Cantrell,Madrid,Spain,28021,Spanish,Undisclosed,,Married,4,2021-08-07,1952-07-03,Kaden.Cantrell@ymail.com,248-567-6924
18,Darian,Mcdowell,Madrid,Spain,28021,Spanish,Male,,Married,2,2020-12-17,1994-06-10,Darian.Mcdowell@gmail.com,569-569-3118
81,Jadyn,Faulkner,Madrid,Spain,28021,Spanish,Male,,Single,0,2020-10-11,2004-08-25,Jadyn.Faulkner@gmail.com,290-118-4129
105,Ada,Gibson,Madrid,Spain,28021,Spanish,Female,,Divorced/Seperated,4,2019-10-23,2000-09-08,Ada.Gibson@gmail.com,385-622-3513
76,Tiffany,Espinoza,Toronto,Canada,M4C 3C7,English,Female,,Married,2,2019-01-12,1964-06-07,Tiffany.Espinoza@aol.com,355-987-3982
243,Lilia,Hooper,Barcelona,Spain,08013,English,Female,,Single,2,2021-05-16,1950-01-14,Lilia.Hooper@ymail.com,959-931-6492
250,Evelin,Williamson,Madrid,Spain,28021,Spanish,Female,,Married,5+,2022-02-07,1999-10-09,Evelin.Williamson@gmail.com,094-365-0116
73,Mohamed,Velasquez,Sao Paulo,Brazil,110041,English,Female,,Single,0,2019-05-14,1966-08-29,Mohamed.Velasquez@aol.com,110-213-9732
140,Willow,King,Sao Paulo,Brazil,110094,French,Male,,Undisclosed,Undisclosed,2019-05-10,1968-12-08,Willow.King@aol.com,257-525-0890
206,Kamden,Valentine,Sao Paulo,Brazil,110043,French,Undisclosed,,Undisclosed,Undisclosed,2019-12-31,1960-09-12,Kamden.Valentine@aol.com,548-998-3289
102,Mallory,Rollins,Sao Paulo,Brazil,04849-000,Portuguese,Male,,Single,0,2021-05-25,1986-06-28,Mallory.Rollins@hotmail.com,509-310-1913
103,Emely,Kim,Sao Paulo,Brazil,04849-000,Portuguese,Male,,Married,2,2022-03-24,1972-05-08,Emely.Kim@hotmail.com,713-176-9297
159,Skylar,Oliver,Sao Paulo,Brazil,04849-000,Portuguese,Female,,Undisclosed,Undisclosed,2022-02-08,1970-12-28,Skylar.Oliver@hotmail.com,326-584-3440
173,Gretchen,Rubio,Sao Paulo,Brazil,04849-000,Portuguese,Female,,Undisclosed,Undisclosed,2022-03-01,1985-04-16,Gretchen.Rubio@hotmail.com,558-405-8525
187,London,Ritter,Sao Paulo,Brazil,04849-000,Portuguese,Female,,Married,2,2022-04-01,1973-04-09,London.Ritter@hotmail.com,412-677-7408
210,Zachariah,Bradshaw,Sao Paulo,Brazil,04849-000,Portuguese,Female,,Married,4,2020-09-17,1971-01-13,Zachariah.Bradshaw@hotmail.com,414-103-5347
235,Leonardo,Fitzgerald,Sao Paulo,Brazil,04849-000,Portuguese,Male,,Married,1,2021-08-19,1980-09-21,Leonardo.Fitzgerald@hotmail.com,207-482-6670
19,Jeremiah,Salas,Sao Paulo,Brazil,04849-000,Portuguese,Female,,Divorced/Seperated,1,2021-06-07,1958-08-07,Jeremiah.Salas@aol.com,629-265-3708
216,Sloane,Pierce,Sao Paulo,Brazil,04849-000,Portuguese,Male,,Married,2,2021-01-28,1967-10-05,Sloane.Pierce@aol.com,462-481-4028
68,Abigayle,Acosta,Sao Paulo,Brazil,04849-000,Portuguese,Undisclosed,,Single,0,2021-01-20,1954-07-26,Abigayle.Acosta@ymail.com,507-781-8903
72,Kimberly,Miller,Sao Paulo,Brazil,04849-000,Portuguese,Male,,Single,0,2020-07-21,1940-01-23,Kimberly.Miller@ymail.com,126-251-3760
197,Jasmine,Morales,Sao Paulo,Brazil,04849-000,Portuguese,Male,,Married,2,2019-08-04,1997-07-25,Jasmine.Morales@gmail.com,077-274-7198
2,Karla,Mullen,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Single,0,2019-10-07,1973-09-21,Karla.Mullen@hotmail.com,431-122-6142
30,Mia,York,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Single,0,2020-01-13,1981-12-11,Mia.York@hotmail.com,690-607-8148
109,Rosemary,Hamilton,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Married,4,2021-06-07,1977-09-20,Rosemary.Hamilton@hotmail.com,170-947-8373
151,Tia,Brady,Rio de Janeiro,Brazil,22753-000,Portuguese,Female,,Single,0,2019-05-23,1965-04-24,Tia.Brady@aol.com,399-663-9053
163,Fletcher,Ramirez,Rio de Janeiro,Brazil,22753-000,Portuguese,Female,,Married,2,2020-10-15,1960-12-24,Fletcher.Ramirez@aol.com,270-138-8220
183,Melody,Pratt,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Married,1,2021-12-23,1966-04-02,Melody.Pratt@aol.com,486-627-3382
67,Justin,Odonnell,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Married,1,2021-12-06,1955-11-14,Justin.Odonnell@ymail.com,236-518-4116
191,Aydin,Mclaughlin,Rio de Janeiro,Brazil,22753-000,Portuguese,Undisclosed,,Married,2,2020-02-25,1948-03-04,Aydin.Mclaughlin@ymail.com,735-380-2993
79,Destiny,Moss,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Married,3,2020-08-01,2002-03-25,Destiny.Moss@gmail.com,056-103-7624
85,Jamie,Garrison,Rio de Janeiro,Brazil,22753-000,Portuguese,Female,,Undisclosed,Undisclosed,2021-03-31,2005-02-13,Jamie.Garrison@gmail.com,181-166-2533
192,Cesar,Faulkner,Rio de Janeiro,Brazil,22753-000,Portuguese,Male,,Undisclosed,Undisclosed,2019-01-28,2002-11-12,Cesar.Faulkner@gmail.com,129-840-9288
45,Hudson,Vasquez,Hamburg,Germany,21129,German,Male,,Single,0,2022-04-07,1971-12-18,Hudson.Vasquez@hotmail.com,902-247-8913
97,Harper,Diaz,Hamburg,Germany,21129,German,Female,,Single,0,2021-11-05,1972-06-08,Harper.Diaz@hotmail.com,187-146-1564
137,Karen,Maynard,Hamburg,Germany,21129,German,Female,,Undisclosed,Undisclosed,2021-12-18,1978-01-16,Karen.Maynard@hotmail.com,387-475-4588
205,Jocelyn,Palmer,Hamburg,Germany,21129,German,Male,,Single,0,2019-09-11,1970-08-19,Jocelyn.Palmer@hotmail.com,267-119-3662
6,Micah,Beard,Hamburg,Germany,21129,German,Male,,Single,0,2021-06-02,1969-08-17,Micah.Beard@aol.com,535-753-3461
8,Marie,Boyer,Hamburg,Germany,21129,German,Female,,Single,0,2021-04-08,1960-07-12,Marie.Boyer@aol.com,587-006-4451
28,Nathalie,Odonnell,Hamburg,Germany,21129,German,Female,,Married,0,2021-11-05,1968-09-19,Nathalie.Odonnell@aol.com,172-881-8954
62,Jett,Valentine,Hamburg,Germany,21129,German,Male,,Single,0,2019-05-20,1958-06-14,Jett.Valentine@aol.com,692-722-5520
100,Adriel,Holder,Hamburg,Germany,21129,German,Female,,Married,2,2020-04-07,1963-05-26,Adriel.Holder@aol.com,520-792-6747
167,Ishaan,Frederick,Hamburg,Germany,21129,German,Female,,Undisclosed,Undisclosed,2020-08-30,1956-10-12,Ishaan.Frederick@aol.com,455-867-6438
194,Angie,Morrison,Hamburg,Germany,21129,German,Female,,Divorced/Seperated,2,2021-07-23,1959-09-12,Angie.Morrison@aol.com,956-604-2593
31,Ahmad,Conner,Hamburg,Germany,21129,German,Female,,Married,4,2019-11-12,1952-08-25,Ahmad.Conner@ymail.com,847-484-6303
35,Charity,Harrison,Hamburg,Germany,21129,German,Male,,Single,0,2019-05-31,1950-06-20,Charity.Harrison@ymail.com,819-380-3007
119,Lauren,Mueller,Hamburg,Germany,21129,German,Female,,Undisclosed,Undisclosed,2022-04-27,1946-03-31,Lauren.Mueller@ymail.com,231-100-7420
145,Layla,Santana,Hamburg,Germany,21129,German,Female,,Single,0,2020-04-27,1948-04-21,Layla.Santana@ymail.com,177-996-8589
158,Jazmine,Bradshaw,Hamburg,Germany,21129,German,Male,,Married,2,2022-01-19,1947-06-05,Jazmine.Bradshaw@ymail.com,728-053-8640
55,Annalise,Cochran,Hamburg,Germany,21129,German,Female,,Married,1,2019-08-30,1994-01-25,Annalise.Cochran@gmail.com,055-636-4048
139,Dalton,Sparks,Hamburg,Germany,21129,German,Male,,Single,0,2021-08-26,1991-12-06,Dalton.Sparks@gmail.com,200-362-5365
23,Yazmin,Garrison,Hamburg,Germany,21129,German,Male,,Single,1,2020-02-24,1980-08-24,Yazmin.Garrison@hotmail.com,684-160-0067
175,Darian,Orr,Hamburg,Germany,21129,German,Female,,Single,0,2019-09-26,1957-06-15,Darian.Orr@aol.com,857-849-0955
234,Julius,Mclean,Hamburg,Germany,21129,German,Male,,Married,1,2021-09-22,1960-03-02,Julius.Mclean@aol.com,275-857-4671
238,Amelie,Mcconnell,Hamburg,Germany,21129,German,Male,,Married,1,2019-01-17,1960-09-29,Amelie.Mcconnell@aol.com,111-993-5224
248,Kara,Ewing,Hamburg,Germany,21129,German,Male,,Single,0,2020-04-25,1956-10-22,Kara.Ewing@aol.com,988-697-6884
1,Rodolfo,Tucker,Hamburg,Germany,21129,German,Female,,Single,0,2019-02-19,1953-12-01,Rodolfo.Tucker@ymail.com,007-506-6068
56,Sonia,Hudson,Hamburg,Germany,21129,German,Undisclosed,,Single,0,2022-01-23,1947-02-09,Sonia.Hudson@ymail.com,664-081-9467
110,Jayden,Henson,Hamburg,Germany,21129,German,Female,,Single,0,2021-01-17,1948-03-20,Jayden.Henson@ymail.com,527-162-8224
